sentence	label
what is it that walks on four legs then on two legs then on three 	1
who 's baby was sweet pea on the popeye cartoon 	3
who portrayed field marshal erwin rommel in the desert fox 	3
what type of animal is the easiest kept pet there is 	1
who was bonnie blue butler 's father 	3
what is the `` coppertop '' battery 	0
when did the art of quilting begin 	5
what good are mosquitoes 	0
what animal received royal assent as an emblem of canada on march 24 1975 	1
how is carbon dioxide removed from natural gas 	0
what state is known as the hawkeye state 	4
what is the correct way to abbreviate cc at the bottom of a business letter 	2
how fast can a corvette go 	5
where was pythagoras born 	4
how many casinos are in atlantic city nj 	5
how old is benny carter 	5
how do i log on to home page at headquarters u s european command 	0
what disease is the second biggest killer of north americans 	1
who was the author of the famous fairy tale `` snow white and seven dwarfs 	3
what century 's the setting for tv 's the adventures of robin hood 	5
what video format was an alternative to vhs 	1
what do hasidic jews refrain from while dating 	1
what year did montana become a state 	5
who were the head writers for the smothers brothers comedy hour 	3
what measures did clinton take to avoid the draft 	1
who is westview high 's band director in funky winkerbean 	3
what was originally defined as one 1 millionth of the distance from the equator to 	1
how many men died building the mackinaw bridge 	5
what are the major companies that are part of dow jones 	3
where did the term `` 86 '' come from 	0
what was archy and mehitabel 	0
how much folic acid should a pregnant woman get each day 	5
what sport was the first televised in the u s 	1
who received the will rogers award in 1989 	3
who were the yankee 's frequent enemies 	3
in what war was the first submarine used 	1
what beer is ` rockin ' america '' 	1
what kind of sport is often associated with hooligans 	1
names of books by james a michener set in the following locations 	1
what is michael jackson 's middle name 	3
what heavyweight boxer was known as the wild bull of the pampas 	3
who is the monarch of the united kingdom 	3
what is the acronym for the national bureau of investigation 	2
where is mile high stadium 	4
who directed `` jaws '' 	3
what started in 1849 when gold was discovered at sutter 's mill 	1
what is the largest city in texas 	4
how do i do this 	0
who moderated the first kennedy nixon tv debate 	3
what are vermicilli rigati zitoni and tubetti 	0
what 's the world 's longest suspension bridge 	4
how big is the universe actually 	5
when called upon to surrender what american general replied `` sir i have not yet 	3
what is the shape of a football as stated in the nfl rulebook 	1
who was the lawyer for randy craft 	3
who succeeded nikita khrushchev as first secretary of the communist party 	3
what country comes last in an alphabetical list 	4
how can i find out what year a beanie baby was introduced 	0
what well known tv talk show host was a lay preacher by the time he 	3
who wrote the book `` huckleberry finn '' 	3
what does the name ` alexandra ' mean 	0
what is the chance of conceiving quadruplets 	5
what did san francisco 's milt harper grow that measured 24 inches from tip to 	1
how many `` eyes '' does a coconut have 	5
when did the chernobyl nuclear accident occur 	5
what country claimed rubens van dyck and bruegel as citizens 	4
where did honecker rule 	4
how many cards is each player dealt in contract bridge 	5
what does the name gina mean 	0
what is the origin of u s army sergeant 's stripes 	0
what 's the farthest planet from the sun 	4
what city was bobby kennedy assassinated in 	4
what is the temperature for cooking 	5
when was london 's docklands light railway constructed 	5
in order from the top the four stripes on a can of pepsi are what 	1
what year was the first automobile manufactured 	5
who was the russian ambassador to hungary during the 1956 uprising 	3
what english word has the most letters 	1
what are dinosaur droppings called 	1
how far out is the universe 	5
what is dick clark 's birthday 	5
what kind of dog is scooby doo 	1
what chemicals are used in lethal injection 	1
what was the name of darth vader 's son 	3
in what year did the bounty mutiny happen 	5
who established a viking colony in greenland about 985 	3
why is hockey so violent 	0
what country is the biggest producer of tungsten 	4
what is the life expectancy of an elephant 	5
what five cards make up a perfect cribbage hand 	1
how is answers com different from knowpost com 	0
what number is at 12 o 'clock on a dartboard 	5
how many stars are there on the soviet union 's flag 	5
when was babe ruth born 	5
what is the origin of the word `` attic '' 	0
what is the best brand for a laptop computer 	1
what is new england 's highest mountain 	4
the trials resulting from world war ii are known as what 	1
what is predicted to topple over between 2010 and 2020 	1
how you can raise your iq 	0
where did the myth of santa claus originate 	4
what car was driven in the 199 release of `` smokey and the bandit '' 	1
how many inches over six feet is the venus de milo 	5
how many member states are in the un 	5
what was the name of the us helicopter pilot shot down over north korea 	3
why did david koresh ask the fbi for a word processor 	0
what kind of guitar did jimi hendrix play 	1
who shot lee harvey oswald 	3
what double talking `` professor '' holds a doctorate in nothing 	3
where can i look at a perpetual calendar 	4
what is the speed of the mississippi river 	5
what strait links the mediterranean sea and the atlantic ocean 	4
what was the first minimum wage 	5
what is the most famous german word in the english language 	1
who fired maria ybarra from her position in san diego council 	3
what is deadrise nautical 	0
what actor 's autobiography is titled all my yesterdays 	3
what new hampshire hamlet rises early to vote first in u s presidential elections 	4
